path,class_name,label,split,width,height,aspect_ratio,file_size_bytes
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00194.jpg,Soviet modernist architecture,50,train,512,800,0.64,183186
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00053.jpg,Soviet modernist architecture,50,train,895,719,1.2448,258376
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00341.jpg,Soviet modernist architecture,50,train,648,800,0.81,181759
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00375.jpg,Soviet modernist architecture,50,train,856,1072,0.7985,198316
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00090.jpg,Soviet modernist architecture,50,train,1200,800,1.5,312845
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00176.jpg,Soviet modernist architecture,50,train,1975,2597,0.7605,1878322
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00332.jpg,Soviet modernist architecture,50,train,752,681,1.1043,138658
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00231.jpg,Soviet modernist architecture,50,train,1080,1206,0.8955,557305
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00362.jpg,Soviet modernist architecture,50,train,480,720,0.6667,143064
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00236.jpg,Soviet modernist architecture,50,train,750,731,1.026,192950
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00233.jpg,Soviet modernist architecture,50,train,768,1024,0.75,403560
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00186.jpg,Soviet modernist architecture,50,train,810,1080,0.75,182443
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00184.jpg,Soviet modernist architecture,50,train,1012,1415,0.7152,381448
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00209.jpg,Soviet modernist architecture,50,train,735,1102,0.667,397783
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00285.jpg,Soviet modernist architecture,50,train,1080,1920,0.5625,412040
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00297.png,Soviet modernist architecture,50,train,2160,2682,0.8054,7102224
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00296.jpg,Soviet modernist architecture,50,train,2041,2548,0.801,1724811
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00166.jpg,Soviet modernist architecture,50,train,1440,1914,0.7524,995529
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00050.jpg,Soviet modernist architecture,50,train,720,1080,0.6667,248287
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00004.jpg,Soviet modernist architecture,50,train,4000,6000,0.6667,4387165
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00036.jpg,Soviet modernist architecture,50,train,799,1200,0.6658,203672
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00088.jpg,Soviet modernist architecture,50,train,639,960,0.6656,193937
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00028.jpg,Soviet modernist architecture,50,train,2848,4272,0.6667,11178060
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00284.jpg,Soviet modernist architecture,50,train,640,780,0.8205,215589
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00228.jpg,Soviet modernist architecture,50,train,1179,1419,0.8309,345556
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00024.jpg,Soviet modernist architecture,50,train,723,573,1.2618,90714
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00315.png,Soviet modernist architecture,50,train,736,736,1.0,916477
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00373.jpg,Soviet modernist architecture,50,train,750,1000,0.75,277348
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00227.jpg,Soviet modernist architecture,50,train,2778,3705,0.7498,2993469
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00207.jpg,Soviet modernist architecture,50,train,1080,1167,0.9254,482504
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00035.jpg,Soviet modernist architecture,50,train,2448,2448,1.0,1611574
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00300.jpg,Soviet modernist architecture,50,train,375,500,0.75,75716
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00311.jpg,Soviet modernist architecture,50,train,4061,5415,0.75,6851979
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00134.jpg,Soviet modernist architecture,50,train,1000,402,2.4876,208881
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00355.jpg,Soviet modernist architecture,50,train,809,1147,0.7053,247867
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00309.jpg,Soviet modernist architecture,50,train,1080,1920,0.5625,1465900
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00374.png,Soviet modernist architecture,50,train,720,896,0.8036,1649978
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00219.jpg,Soviet modernist architecture,50,train,1631,1993,0.8184,796907
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00317.jpg,Soviet modernist architecture,50,train,864,1080,0.8,321751
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00043.jpg,Soviet modernist architecture,50,train,3000,4000,0.75,5218371
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00049.jpg,Soviet modernist architecture,50,train,552,600,0.92,150612
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00161.jpg,Soviet modernist architecture,50,train,714,714,1.0,126200
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00265.jpg,Soviet modernist architecture,50,train,750,1125,0.6667,105499
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00170.jpg,Soviet modernist architecture,50,train,890,1341,0.6637,282458
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00009.jpg,Soviet modernist architecture,50,train,779,1080,0.7213,163118
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00172.jpg,Soviet modernist architecture,50,train,600,600,1.0,117175
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00215.jpg,Soviet modernist architecture,50,train,700,875,0.8,130719
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00308.jpg,Soviet modernist architecture,50,train,2448,2448,1.0,1611574
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00348.jpg,Soviet modernist architecture,50,train,483,682,0.7082,153289
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00010.jpg,Soviet modernist architecture,50,train,1080,1920,0.5625,307543
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00292.jpg,Soviet modernist architecture,50,train,1224,1632,0.75,756896
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00146.jpg,Soviet modernist architecture,50,train,763,1200,0.6358,263473
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00091.jpg,Soviet modernist architecture,50,train,2041,2548,0.801,1724811
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00093.jpg,Soviet modernist architecture,50,train,1080,1350,0.8,450129
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00340.jpg,Soviet modernist architecture,50,train,1080,1350,0.8,364674
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00307.jpg,Soviet modernist architecture,50,train,800,1200,0.6667,337279
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00385.jpg,Soviet modernist architecture,50,train,1057,1057,1.0,259012
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00045.jpg,Soviet modernist architecture,50,train,1600,1600,1.0,729957
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00120.jpg,Soviet modernist architecture,50,train,1280,2276,0.5624,470579
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00279.jpg,Soviet modernist architecture,50,train,997,1495,0.6669,573509
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00352.jpg,Soviet modernist architecture,50,train,530,600,0.8833,98419
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00168.jpg,Soviet modernist architecture,50,train,1005,1541,0.6522,496740
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00023.jpg,Soviet modernist architecture,50,train,700,700,1.0,233952
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00126.jpg,Soviet modernist architecture,50,train,900,1200,0.75,341764
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00109.jpg,Soviet modernist architecture,50,train,3672,5508,0.6667,12416802
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00223.webp,Soviet modernist architecture,50,train,733,1100,0.6664,223786
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00038.jpg,Soviet modernist architecture,50,train,1080,1906,0.5666,669577
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00002.jpg,Soviet modernist architecture,50,train,736,919,0.8009,224258
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00368.png,Soviet modernist architecture,50,train,626,1127,0.5555,1412518
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00173.jpg,Soviet modernist architecture,50,train,3000,2429,1.2351,2048550
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00329.jpg,Soviet modernist architecture,50,train,706,882,0.8005,143920
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00293.jpg,Soviet modernist architecture,50,train,800,1200,0.6667,271385
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00096.jpg,Soviet modernist architecture,50,train,800,925,0.8649,342670
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00242.jpg,Soviet modernist architecture,50,train,667,1000,0.667,177526
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00277.jpg,Soviet modernist architecture,50,train,750,932,0.8047,304307
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00153.png,Soviet modernist architecture,50,train,2560,1701,1.505,6844482
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00267.jpg,Soviet modernist architecture,50,train,816,1451,0.5624,423679
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00086.png,Soviet modernist architecture,50,train,2048,2048,1.0,7969108
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00042.jpg,Soviet modernist architecture,50,train,3024,4032,0.75,3418671
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00156.jpg,Soviet modernist architecture,50,train,1040,1768,0.5882,209797
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00372.jpg,Soviet modernist architecture,50,train,720,588,1.2245,165322
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00301.jpg,Soviet modernist architecture,50,train,1600,1600,1.0,729957
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00192.jpg,Soviet modernist architecture,50,train,1147,1080,1.062,471300
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00295.jpg,Soviet modernist architecture,50,train,450,600,0.75,80651
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00202.jpg,Soviet modernist architecture,50,train,828,1026,0.807,297731
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00054.jpg,Soviet modernist architecture,50,train,1024,1391,0.7362,427577
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00356.jpg,Soviet modernist architecture,50,train,1572,2048,0.7676,553913
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00101.jpg,Soviet modernist architecture,50,train,1280,964,1.3278,290435
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00257.jpg,Soviet modernist architecture,50,train,1200,800,1.5,312845
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00124.jpg,Soviet modernist architecture,50,train,856,1072,0.7985,198316
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00060.jpg,Soviet modernist architecture,50,train,973,1200,0.8108,543141
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00357.jpg,Soviet modernist architecture,50,train,1330,1995,0.6667,665705
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00337.jpg,Soviet modernist architecture,50,train,736,952,0.7731,272163
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00094.jpg,Soviet modernist architecture,50,train,853,1280,0.6664,240646
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00085.png,Soviet modernist architecture,50,train,1536,2048,0.75,4543550
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00007.jpg,Soviet modernist architecture,50,train,918,990,0.9273,380123
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00121.jpg,Soviet modernist architecture,50,train,960,1280,0.75,710187
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00106.jpg,Soviet modernist architecture,50,train,1280,887,1.4431,504873
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00226.jpg,Soviet modernist architecture,50,train,973,1200,0.8108,543141
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00110.jpg,Soviet modernist architecture,50,train,4621,3081,1.4998,8991678
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00350.jpg,Soviet modernist architecture,50,train,1080,1080,1.0,261265
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00254.jpg,Soviet modernist architecture,50,train,750,1139,0.6585,181641
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00014.jpg,Soviet modernist architecture,50,train,4000,6000,0.6667,4900602
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00080.jpg,Soviet modernist architecture,50,train,1920,2560,0.75,1616526
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00198.jpg,Soviet modernist architecture,50,train,1098,1600,0.6863,410007
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00016.jpg,Soviet modernist architecture,50,train,890,1341,0.6637,282458
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00261.jpg,Soviet modernist architecture,50,train,900,1200,0.75,272879
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00253.jpg,Soviet modernist architecture,50,train,626,366,1.7104,81820
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00159.jpg,Soviet modernist architecture,50,train,736,920,0.8,220319
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00041.jpg,Soviet modernist architecture,50,train,3072,4080,0.7529,3350870
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00062.png,Soviet modernist architecture,50,train,816,1456,0.5604,2741150
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00351.jpg,Soviet modernist architecture,50,train,2736,3648,0.75,1416983
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00241.jpg,Soviet modernist architecture,50,train,738,984,0.75,190586
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00251.jpg,Soviet modernist architecture,50,train,4000,6000,0.6667,4387165
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00321.jpg,Soviet modernist architecture,50,train,1049,1280,0.8195,152496
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00353.jpg,Soviet modernist architecture,50,train,736,920,0.8,302368
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00102.jpg,Soviet modernist architecture,50,train,5587,3519,1.5877,13294623
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00323.jpg,Soviet modernist architecture,50,train,794,1174,0.6763,239139
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00105.jpg,Soviet modernist architecture,50,train,1150,810,1.4198,467982
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00092.jpg,Soviet modernist architecture,50,train,710,1060,0.6698,445431
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00382.jpg,Soviet modernist architecture,50,train,800,925,0.8649,342670
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00338.jpg,Soviet modernist architecture,50,train,1440,1800,0.8,542407
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00178.png,Soviet modernist architecture,50,train,2048,2048,1.0,7969108
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00025.jpg,Soviet modernist architecture,50,train,1080,1920,0.5625,412040
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00358.jpg,Soviet modernist architecture,50,train,736,1104,0.6667,262572
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00118.jpg,Soviet modernist architecture,50,train,1280,852,1.5023,236803
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00316.jpg,Soviet modernist architecture,50,train,1434,2160,0.6639,1084833
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00303.jpg,Soviet modernist architecture,50,train,560,759,0.7378,227851
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00056.jpg,Soviet modernist architecture,50,train,794,1174,0.6763,239139
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00200.jpg,Soviet modernist architecture,50,train,4000,6000,0.6667,4900602
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00216.jpg,Soviet modernist architecture,50,train,512,640,0.8,175995
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00057.jpg,Soviet modernist architecture,50,train,750,751,0.9987,360074
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00258.jpg,Soviet modernist architecture,50,train,599,900,0.6656,237156
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00037.jpg,Soviet modernist architecture,50,train,1080,1167,0.9254,482504
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00210.jpg,Soviet modernist architecture,50,train,3000,4000,0.75,1317191
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00378.jpg,Soviet modernist architecture,50,train,1284,1270,1.011,348643
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00065.jpg,Soviet modernist architecture,50,train,1032,1280,0.8063,452368
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00220.jpg,Soviet modernist architecture,50,train,571,1024,0.5576,205427
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00205.jpg,Soviet modernist architecture,50,train,1280,1729,0.7403,360879
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00248.jpg,Soviet modernist architecture,50,train,864,1184,0.7297,256884
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00366.jpg,Soviet modernist architecture,50,train,816,1451,0.5624,411234
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00243.jpg,Soviet modernist architecture,50,train,1080,1920,0.5625,668407
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00013.jpg,Soviet modernist architecture,50,train,755,1200,0.6292,392286
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00103.jpg,Soviet modernist architecture,50,train,2560,1920,1.3333,1172086
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00185.jpg,Soviet modernist architecture,50,train,898,1122,0.8004,390345
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00127.png,Soviet modernist architecture,50,train,816,1456,0.5604,1994380
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00076.jpg,Soviet modernist architecture,50,train,700,1092,0.641,319539
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00281.jpg,Soviet modernist architecture,50,train,900,622,1.4469,237064
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00312.jpg,Soviet modernist architecture,50,train,1080,1350,0.8,450129
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00270.jpg,Soviet modernist architecture,50,train,1080,1350,0.8,281396
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Soviet modernist architecture/soviet_modernist_architecture_00069.jpg,Soviet modernist architecture,50,train,6144,8160,0.7529,6507867
